Month,PortRegion,Australia,LongitudeInAustralia,LatitudeInAustralia,International,LongitudeInternation,LatitudeInternational,Airline ,Allflights
2020/4/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Qantas Airways,  5
2020/4/1,Africa,Melbourne,144.9631,-37.8136,Johannesburg,28.0455,-26.2015,Qantas Airways,  1
2020/4/1,Europe,Melbourne,144.9631,-37.8136,London,-0.1262,51.5002,Qantas Airways,  3
2020/5/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  8
2020/5/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  9
2020/5/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Qantas Airways,  2
2020/5/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2020/5/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  5
2020/5/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Qantas Airways,  8
2020/5/1,Europe,Melbourne,144.9631,-37.8136,London,-0.1262,51.5002,Qantas Airways,  7
2020/5/1,N America,Melbourne,144.9631,-37.8136,Los Angeles,-118.2433,34.0522,Qantas Airways,  3
2020/5/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  7
2020/5/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  9
2020/5/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Qantas Airways,  2
2020/5/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2020/5/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  5
2020/5/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Qantas Airways,  9
2020/5/1,Europe,Melbourne,144.9631,-37.8136,London,-0.1262,51.5002,Qantas Airways,  8
2020/5/1,N America,Melbourne,144.9631,-37.8136,Los Angeles,-118.2433,34.0522,Qantas Airways,  3
2020/6/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  11
2020/6/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  13
2020/6/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2020/6/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2020/6/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  8
2020/6/1,Europe,Melbourne,144.9631,-37.8136,London,-0.1262,51.5002,Qantas Airways,  2
2020/6/1,N America,Melbourne,144.9631,-37.8136,Los Angeles,-118.2433,34.0522,Qantas Airways,  1
2020/6/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  39
2020/6/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  12
2020/6/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  13
2020/6/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2020/6/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  12
2020/6/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  8
2020/6/1,Europe,Melbourne,144.9631,-37.8136,London,-0.1262,51.5002,Qantas Airways,  1
2020/6/1,N America,Melbourne,144.9631,-37.8136,Los Angeles,-118.2433,34.0522,Qantas Airways,  1
2020/6/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  30
2020/7/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  16
2020/7/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  16
2020/7/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2020/7/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  14
2020/7/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  14
2020/7/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  30
2020/8/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  14
2020/8/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  19
2020/8/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  31
2020/8/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2020/8/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  17
2020/8/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  28
2020/9/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  22
2020/9/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  26
2020/9/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2020/9/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2020/9/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  16
2020/9/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  2
2020/9/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  26
2020/10/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  23
2020/10/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  31
2020/10/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  31
2020/10/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  14
2020/10/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  14
2020/10/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  25
2020/11/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  15
2020/11/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  20
2020/11/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  30
2020/11/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2020/11/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  12
2020/11/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  20
2020/11/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  2
2020/11/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  43
2020/12/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  17
2020/12/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  28
2020/12/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  21
2020/12/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  11
2020/12/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  21
2020/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  15
2020/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  31
2020/12/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  22
2020/12/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  31
2020/12/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  29
2020/12/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2020/12/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  21
2020/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  29
2020/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  31
2021/1/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  26
2021/1/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  18
2021/1/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  2
2021/1/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  28
2021/1/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  8
2021/1/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  27
2021/1/1,N America,Melbourne,144.9631,-37.8136,Los Angeles,-118.2433,34.0522,Qatar Airways,  2
2021/1/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  17
2021/1/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  32
2021/1/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  21
2021/1/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  21
2021/1/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2021/1/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  10
2021/1/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  27
2021/1/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  31
2021/1/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  30
2021/2/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  9
2021/2/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  13
2021/2/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  11
2021/2/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  6
2021/2/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  16
2021/2/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  9
2021/2/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  28
2021/2/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  20
2021/2/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  13
2021/2/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  27
2021/2/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  11
2021/2/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  16
2021/2/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  23
2021/2/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  28
2021/3/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  11
2021/3/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  1
2021/3/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  22
2021/3/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  17
2021/3/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2021/3/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  12
2021/3/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  5
2021/3/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  33
2021/4/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  17
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  40
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Jetstar,  6
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Qantas Airways,  15
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Air New Zealand,  12
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Qantas Airways,  7
2021/4/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  18
2021/4/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  11
2021/4/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  13
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Air New Zealand,  5
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Qantas Airways,  5
2021/4/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  15
2021/4/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  30
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Air New Zealand,  8
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Qantas Airways,  12
2021/4/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  22
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  38
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Jetstar,  6
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Qantas Airways,  15
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Air New Zealand,  10
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Qantas Airways,  7
2021/4/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  28
2021/4/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Air New Zealand,  5
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Qantas Airways,  5
2021/4/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  29
2021/4/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  31
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Air New Zealand,  8
2021/4/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Qantas Airways,  12
2021/5/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  18
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  66
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Jetstar,  18
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Qantas Airways,  35
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Air New Zealand,  23
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Qantas Airways,  13
2021/5/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  26
2021/5/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  12
2021/5/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  14
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Air New Zealand,  11
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Qantas Airways,  7
2021/5/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  30
2021/5/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  31
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Air New Zealand,  21
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Qantas Airways,  24
2021/5/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  21
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  56
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Jetstar,  18
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Qantas Airways,  28
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Air New Zealand,  23
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Qantas Airways,  13
2021/5/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  31
2021/5/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2021/5/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  13
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Air New Zealand,  10
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Qantas Airways,  7
2021/5/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  31
2021/5/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  31
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Air New Zealand,  20
2021/5/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Qantas Airways,  24
2021/6/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  22
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  38
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Jetstar,  1
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Qantas Airways,  9
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Air New Zealand,  5
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Jetstar,  1
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Qantas Airways,  6
2021/6/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  26
2021/6/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2021/6/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  22
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Air New Zealand,  2
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Jetstar,  2
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Qantas Airways,  5
2021/6/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  30
2021/6/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  38
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Air New Zealand,  3
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Qantas Airways,  6
2021/6/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  22
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  24
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Jetstar,  1
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Qantas Airways,  4
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Air New Zealand,  5
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Jetstar,  1
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Qantas Airways,  3
2021/6/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2021/6/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2021/6/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  22
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Air New Zealand,  2
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Jetstar,  2
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Qantas Airways,  2
2021/6/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  30
2021/6/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  38
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Air New Zealand,  3
2021/6/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Qantas Airways,  4
2021/7/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  20
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  47
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Jetstar,  11
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Qantas Airways,  30
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Air New Zealand,  10
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Jetstar,  5
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Qantas Airways,  13
2021/7/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  25
2021/7/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  14
2021/7/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  22
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Air New Zealand,  13
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Jetstar,  12
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Qantas Airways,  16
2021/7/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  30
2021/7/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  61
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Air New Zealand,  10
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Qantas Airways,  16
2021/7/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  20
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  26
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Jetstar,  10
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Qantas Airways,  18
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Air New Zealand,  10
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Jetstar,  4
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Christchurch,172.6380,-43.5308,Qantas Airways,  10
2021/7/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  29
2021/7/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  14
2021/7/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  24
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Air New Zealand,  12
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Jetstar,  8
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Queenstown,168.6580,-45.0327,Qantas Airways,  11
2021/7/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  29
2021/7/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  62
