Month,In/Out,Australia,"	Latitude",Longitude ,International,AllFlights
Jan-21,I,Sydney,,,Manila,  1
Jan-21,I,Sydney,,,Manila,  1
Jan-21,I,Sydney,,,Nadi,  9
Jan-21,I,Sydney,,,New Delhi,  2
Jan-21,I,Sydney,,,New Delhi,  3
Jan-21,I,Sydney,,,Noumea,  4
Jan-21,I,Sydney,,,San Francisco,  31
Jan-21,I,Sydney,,,Santiago,  1
Jan-21,I,Sydney,,,Seoul,  5
Jan-21,I,Sydney,,,Seoul,  2
Jan-21,I,Sydney,,,Shanghai,  2
Jan-21,I,Sydney,,,Singapore,  62
Jan-21,I,Sydney,,,Singapore,  4
Jan-21,I,Sydney,,,Taipei,  3
Jan-21,I,Sydney,,,Tokyo,  20
Jan-21,I,Sydney,,,Tokyo,  11
Jan-21,I,Sydney,,,Xiamen,  9
Jan-21,O,Adelaide,,,Doha,  14
Jan-21,O,Adelaide,,,Kuala Lumpur,  2
Jan-21,O,Adelaide,,,Singapore,  13
Jan-21,O,Brisbane,,,Auckland,  18
Jan-21,O,Brisbane,,,Denpasar,  1
Jan-21,O,Brisbane,,,Doha,  11
Jan-21,O,Brisbane,,,Dubai,  9
Jan-21,O,Brisbane,,,Hong Kong,  4
Jan-21,O,Brisbane,,,Honiara,  5
Jan-21,O,Brisbane,,,Kuala Lumpur,  1
Jan-21,O,Brisbane,,,Nadi,  2
Jan-21,O,Brisbane,,,Nauru,  3
Jan-21,O,Brisbane,,,Port Moresby,  21
Jan-21,O,Brisbane,,,Port Vila,  2
Jan-21,O,Brisbane,,,Singapore,  22
Jan-21,O,Brisbane,,,Singapore,  4
Jan-21,O,Brisbane,,,Taipei,  3
Jan-21,O,Cairns,,,Port Moresby,  4
Jan-21,O,Melbourne,,,Abu Dhabi,  21
Jan-21,O,Melbourne,,,Auckland,  21
Jan-21,O,Melbourne,,,Bandar Seri Begawan,  8
Jan-21,O,Melbourne,,,Colombo,  9
Jan-21,O,Melbourne,,,Doha,  30
Jan-21,O,Melbourne,,,Dubai,  10
Jan-21,O,Melbourne,,,Guangzhou,  4
Jan-21,O,Melbourne,,,Hong Kong,  27
Jan-21,O,Melbourne,,,Jakarta,  5
Jan-21,O,Melbourne,,,Kuala Lumpur,  5
Jan-21,O,Melbourne,,,Manila,  1
Jan-21,O,Melbourne,,,Nadi,  2
Jan-21,O,Melbourne,,,Singapore,  31
Jan-21,O,Melbourne,,,Singapore,  30
Jan-21,O,Melbourne,,,Taipei,  3
Jan-21,O,Perth,,,Doha,  17
Jan-21,O,Perth,,,Dubai,  9
Jan-21,O,Perth,,,Hong Kong,  13
Jan-21,O,Perth,,,Jakarta,  6
Jan-21,O,Perth,,,Singapore,  31
Jan-21,O,Sydney,,,Abu Dhabi,  22
Jan-21,O,Sydney,,,Auckland,  27
Jan-21,O,Sydney,,,Auckland,  6
Jan-21,O,Sydney,,,Auckland,  9
Jan-21,O,Sydney,,,Bangkok,  2
Jan-21,O,Sydney,,,Colombo,  9
Jan-21,O,Sydney,,,Doha,  31
Jan-21,O,Sydney,,,Dubai,  14
Jan-21,O,Sydney,,,Guangzhou,  5
Jan-21,O,Sydney,,,Hangzhou,  5
Jan-21,O,Sydney,,,Ho Chi Minh City,  1
Jan-21,O,Sydney,,,Hong Kong,  30
Jan-21,O,Sydney,,,Jakarta,  8
Jan-21,O,Sydney,,,Kuala Lumpur,  4
Jan-21,O,Sydney,,,Los Angeles,  16
Jan-21,O,Sydney,,,Los Angeles,  24
Jan-21,O,Sydney,,,Los Angeles,  21
Jan-21,O,Sydney,,,Manila,  1
Jan-21,O,Sydney,,,Manila,  1
Jan-21,O,Sydney,,,Nadi,  5
Jan-21,O,Sydney,,,New Delhi,  5
Jan-21,O,Sydney,,,Noumea,  4
Jan-21,O,Sydney,,,San Francisco,  29
Jan-21,O,Sydney,,,Seoul,  5
Jan-21,O,Sydney,,,Seoul,  2
Jan-21,O,Sydney,,,Shanghai,  4
Jan-21,O,Sydney,,,Singapore,  4
Jan-21,O,Sydney,,,Singapore,  62
Jan-21,O,Sydney,,,Taipei,  3
Jan-21,O,Sydney,,,Tokyo,  20
Jan-21,O,Sydney,,,Tokyo,  13
Jan-21,O,Sydney,,,Xiamen,  9
Feb-21,I,Adelaide,,,Doha,  12
Feb-21,I,Adelaide,,,Kuala Lumpur,  2
Feb-21,I,Adelaide,,,Singapore,  12
Feb-21,I,Brisbane,,,Auckland,  12
Feb-21,I,Brisbane,,,Doha,  12
Feb-21,I,Brisbane,,,Dubai,  8
Feb-21,I,Brisbane,,,Hong Kong,  2
Feb-21,I,Brisbane,,,Honiara,  5
Feb-21,I,Brisbane,,,Manila,  1
Feb-21,I,Brisbane,,,Nadi,  2
Feb-21,I,Brisbane,,,Nauru,  2
Feb-21,I,Brisbane,,,New Delhi,  1
Feb-21,I,Brisbane,,,Port Moresby,  20
Feb-21,I,Brisbane,,,Port Vila,  2
Feb-21,I,Brisbane,,,Singapore,  20
Feb-21,I,Brisbane,,,Singapore,  8
Feb-21,I,Brisbane,,,Taipei,  2
Feb-21,I,Cairns,,,Port Moresby,  4
Feb-21,I,Melbourne,,,Abu Dhabi,  9
Feb-21,I,Melbourne,,,Auckland,  13
Feb-21,I,Melbourne,,,Bandar Seri Begawan,  3
Feb-21,I,Melbourne,,,Colombo,  10
Feb-21,I,Melbourne,,,Doha,  11
Feb-21,I,Melbourne,,,Dubai,  6
Feb-21,I,Melbourne,,,Guangzhou,  2
Feb-21,I,Melbourne,,,Hong Kong,  16
Feb-21,I,Melbourne,,,Jakarta,  2
Feb-21,I,Melbourne,,,Kuala Lumpur,  2
Feb-21,I,Melbourne,,,Singapore,  9
Feb-21,I,Melbourne,,,Singapore,  28
Feb-21,I,Melbourne,,,Taipei,  2
Feb-21,I,Perth,,,Batam,  1
Feb-21,I,Perth,,,Doha,  16
Feb-21,I,Perth,,,Dubai,  8
Feb-21,I,Perth,,,Hong Kong,  13
Feb-21,I,Perth,,,Jakarta,  4
Feb-21,I,Perth,,,Jakarta,  1
Feb-21,I,Perth,,,Singapore,  28
Feb-21,I,Sydney,,,Abu Dhabi,  18
Feb-21,I,Sydney,,,Auckland,  18
Feb-21,I,Sydney,,,Auckland,  4
Feb-21,I,Sydney,,,Auckland,  4
Feb-21,I,Sydney,,,Bangkok,  1
Feb-21,I,Sydney,,,Batam,  1
Feb-21,I,Sydney,,,Colombo,  9
Feb-21,I,Sydney,,,Doha,  27
Feb-21,I,Sydney,,,Dubai,  16
Feb-21,I,Sydney,,,Guangzhou,  4
Feb-21,I,Sydney,,,Hangzhou,  4
Feb-21,I,Sydney,,,Ho Chi Minh City,  1
Feb-21,I,Sydney,,,Hong Kong,  18
Feb-21,I,Sydney,,,Jakarta,  1
Feb-21,I,Sydney,,,Jakarta,  8
Feb-21,I,Sydney,,,Kuala Lumpur,  4
Feb-21,I,Sydney,,,Los Angeles,  14
Feb-21,I,Sydney,,,Los Angeles,  19
Feb-21,I,Sydney,,,Los Angeles,  20
Feb-21,I,Sydney,,,Manila,  2
Feb-21,I,Sydney,,,Nadi,  7
Feb-21,I,Sydney,,,New Delhi,  1
Feb-21,I,Sydney,,,New Delhi,  3
Feb-21,I,Sydney,,,Noumea,  4
Feb-21,I,Sydney,,,San Francisco,  28
Feb-21,I,Sydney,,,Santiago,  1
Feb-21,I,Sydney,,,Seoul,  4
Feb-21,I,Sydney,,,Seoul,  2
Feb-21,I,Sydney,,,Shanghai,  4
Feb-21,I,Sydney,,,Singapore,  56
Feb-21,I,Sydney,,,Singapore,  8
Feb-21,I,Sydney,,,Taipei,  3
Feb-21,I,Sydney,,,Tokyo,  18
Feb-21,I,Sydney,,,Tokyo,  8
Feb-21,I,Sydney,,,Xiamen,  8
Feb-21,O,Adelaide,,,Doha,  12
Feb-21,O,Adelaide,,,Kuala Lumpur,  2
Feb-21,O,Adelaide,,,Singapore,  12
Feb-21,O,Brisbane,,,Auckland,  12
Feb-21,O,Brisbane,,,Denpasar,  1
Feb-21,O,Brisbane,,,Doha,  12
Feb-21,O,Brisbane,,,Dubai,  7
Feb-21,O,Brisbane,,,Hong Kong,  3
Feb-21,O,Brisbane,,,Honiara,  5
Feb-21,O,Brisbane,,,Kuala Lumpur,  1
Feb-21,O,Brisbane,,,Nadi,  2
Feb-21,O,Brisbane,,,Nauru,  2
Feb-21,O,Brisbane,,,Port Moresby,  20
Feb-21,O,Brisbane,,,Port Vila,  2
Feb-21,O,Brisbane,,,Singapore,  20
Feb-21,O,Brisbane,,,Singapore,  8
Feb-21,O,Brisbane,,,Taipei,  2
Feb-21,O,Cairns,,,Port Moresby,  4
Feb-21,O,Melbourne,,,Abu Dhabi,  20
Feb-21,O,Melbourne,,,Auckland,  13
Feb-21,O,Melbourne,,,Bandar Seri Begawan,  5
Feb-21,O,Melbourne,,,Colombo,  9
Feb-21,O,Melbourne,,,Doha,  27
Feb-21,O,Melbourne,,,Dubai,  11
Feb-21,O,Melbourne,,,Guangzhou,  4
Feb-21,O,Melbourne,,,Hong Kong,  16
Feb-21,O,Melbourne,,,Jakarta,  4
Feb-21,O,Melbourne,,,Kuala Lumpur,  4
Feb-21,O,Melbourne,,,Singapore,  23
Feb-21,O,Melbourne,,,Singapore,  28
Feb-21,O,Melbourne,,,Taipei,  2
Feb-21,O,Perth,,,Doha,  15
Feb-21,O,Perth,,,Dubai,  8
Feb-21,O,Perth,,,Hong Kong,  13
Feb-21,O,Perth,,,Jakarta,  4
Feb-21,O,Perth,,,Jakarta,  1
Feb-21,O,Perth,,,Singapore,  28
Feb-21,O,Sydney,,,Abu Dhabi,  18
Feb-21,O,Sydney,,,Auckland,  18
Feb-21,O,Sydney,,,Auckland,  4
Feb-21,O,Sydney,,,Auckland,  1
Feb-21,O,Sydney,,,Auckland,  6
Feb-21,O,Sydney,,,Bangkok,  1
Feb-21,O,Sydney,,,Christchurch,  1
Feb-21,O,Sydney,,,Colombo,  9
Feb-21,O,Sydney,,,Doha,  28
Feb-21,O,Sydney,,,Dubai,  16
Feb-21,O,Sydney,,,Guangzhou,  4
Feb-21,O,Sydney,,,Hangzhou,  4
Feb-21,O,Sydney,,,Hong Kong,  18
Feb-21,O,Sydney,,,Jakarta,  1
Feb-21,O,Sydney,,,Jakarta,  8
Feb-21,O,Sydney,,,Kuala Lumpur,  4
Feb-21,O,Sydney,,,Los Angeles,  14
Feb-21,O,Sydney,,,Los Angeles,  19
Feb-21,O,Sydney,,,Los Angeles,  20
Feb-21,O,Sydney,,,Manila,  2
Feb-21,O,Sydney,,,Nadi,  3
Feb-21,O,Sydney,,,New Delhi,  4
Feb-21,O,Sydney,,,Noumea,  4
Feb-21,O,Sydney,,,San Francisco,  28
Feb-21,O,Sydney,,,Santiago,  1
Feb-21,O,Sydney,,,Seoul,  4
Feb-21,O,Sydney,,,Seoul,  2
Feb-21,O,Sydney,,,Shanghai,  4
Feb-21,O,Sydney,,,Singapore,  8
Feb-21,O,Sydney,,,Singapore,  56
Feb-21,O,Sydney,,,Taipei,  3
Feb-21,O,Sydney,,,Tokyo,  20
Feb-21,O,Sydney,,,Tokyo,  9
Feb-21,O,Sydney,,,Xiamen,  8
Mar-21,I,Adelaide,,,Doha,  12
Mar-21,I,Adelaide,,,Kuala Lumpur,  2
Mar-21,I,Adelaide,,,Singapore,  14
Mar-21,I,Brisbane,,,Auckland,  12
Mar-21,I,Brisbane,,,Doha,  14
Mar-21,I,Brisbane,,,Dubai,  8
Mar-21,I,Brisbane,,,Honiara,  4
Mar-21,I,Brisbane,,,Manila,  1
Mar-21,I,Brisbane,,,Medan,  1
Mar-21,I,Brisbane,,,Nadi,  2
Mar-21,I,Brisbane,,,Nauru,  2
Mar-21,I,Brisbane,,,New Delhi,  1
Mar-21,I,Brisbane,,,Port Moresby,  23
Mar-21,I,Brisbane,,,Port Vila,  2
Mar-21,I,Brisbane,,,Singapore,  27
Mar-21,I,Brisbane,,,Taipei,  3
Mar-21,I,Cairns,,,Port Moresby,  3
Mar-21,I,Canberra,,,Singapore,  1
Mar-21,I,Melbourne,,,Auckland,  11
Mar-21,I,Melbourne,,,Singapore,  1
Mar-21,I,Perth,,,Batam,  1
Mar-21,I,Perth,,,Doha,  18
Mar-21,I,Perth,,,Dubai,  9
Mar-21,I,Perth,,,Jakarta,  5
Mar-21,I,Perth,,,Medan,  1
Mar-21,I,Perth,,,Medan,  1
Mar-21,I,Perth,,,Singapore,  1
Mar-21,I,Perth,,,Singapore,  31
Mar-21,I,Sydney,,,Abu Dhabi,  23
Mar-21,I,Sydney,,,Auckland,  24
Mar-21,I,Sydney,,,Auckland,  3
Mar-21,I,Sydney,,,Auckland,  6
Mar-21,I,Sydney,,,Bangkok,  5
Mar-21,I,Sydney,,,Batam,  1
Mar-21,I,Sydney,,,Christchurch,  1
Mar-21,I,Sydney,,,Colombo,  8
Mar-21,I,Sydney,,,Doha,  31
Mar-21,I,Sydney,,,Dubai,  18
Mar-21,I,Sydney,,,Guangzhou,  4
Mar-21,I,Sydney,,,Hangzhou,  4
Mar-21,I,Sydney,,,Ho Chi Minh City,  9
Mar-21,I,Sydney,,,Hong Kong,  7
Mar-21,I,Sydney,,,Jakarta,  10
Mar-21,I,Sydney,,,Kuala Lumpur,  8
Mar-21,I,Sydney,,,Los Angeles,  19
Mar-21,I,Sydney,,,Los Angeles,  26
Mar-21,I,Sydney,,,Los Angeles,  21
Mar-21,I,Sydney,,,Manila,  2
Mar-21,I,Sydney,,,Medan,  1
Mar-21,I,Sydney,,,Nadi,  9
Mar-21,I,Sydney,,,New Delhi,  1
Mar-21,I,Sydney,,,New Delhi,  3
Mar-21,I,Sydney,,,Noumea,  6
Mar-21,I,Sydney,,,Port Moresby,  1
Mar-21,I,Sydney,,,San Francisco,  31
Mar-21,I,Sydney,,,Seoul,  4
Mar-21,I,Sydney,,,Seoul,  2
Mar-21,I,Sydney,,,Shanghai,  5
Mar-21,I,Sydney,,,Singapore,  1
Mar-21,I,Sydney,,,Singapore,  61
Mar-21,I,Sydney,,,Taipei,  4
Mar-21,I,Sydney,,,Tokyo,  21
Mar-21,I,Sydney,,,Tokyo,  13
Mar-21,I,Sydney,,,Xiamen,  9
Mar-21,O,Adelaide,,,Doha,  12
Mar-21,O,Adelaide,,,Kuala Lumpur,  2
Mar-21,O,Adelaide,,,Singapore,  14
Mar-21,O,Brisbane,,,Auckland,  14
Mar-21,O,Brisbane,,,Doha,  11
Mar-21,O,Brisbane,,,Dubai,  8
Mar-21,O,Brisbane,,,Honiara,  4
Mar-21,O,Brisbane,,,Nadi,  2
Mar-21,O,Brisbane,,,Nauru,  3
Mar-21,O,Brisbane,,,Port Moresby,  23
Mar-21,O,Brisbane,,,Port Vila,  2
Mar-21,O,Brisbane,,,Singapore,  27
Mar-21,O,Brisbane,,,Taipei,  2
Mar-21,O,Cairns,,,Port Moresby,  3
Mar-21,O,Melbourne,,,Abu Dhabi,  22
Mar-21,O,Melbourne,,,Auckland,  17
Mar-21,O,Melbourne,,,Bandar Seri Begawan,  6
Mar-21,O,Melbourne,,,Colombo,  6
Mar-21,O,Melbourne,,,Doha,  30
Mar-21,O,Melbourne,,,Dubai,  12
Mar-21,O,Melbourne,,,Guangzhou,  5
Mar-21,O,Melbourne,,,Ho Chi Minh City,  1
Mar-21,O,Melbourne,,,Jakarta,  3
Mar-21,O,Melbourne,,,Kuala Lumpur,  4
Mar-21,O,Melbourne,,,Singapore,  5
Mar-21,O,Melbourne,,,Singapore,  33
Mar-21,O,Melbourne,,,Taipei,  2
Mar-21,O,Perth,,,Auckland,  1
Mar-21,O,Perth,,,Batam,  1
Mar-21,O,Perth,,,Doha,  18
Mar-21,O,Perth,,,Dubai,  8
Mar-21,O,Perth,,,Jakarta,  4
Mar-21,O,Perth,,,Singapore,  1
Mar-21,O,Perth,,,Singapore,  31
Mar-21,O,Sydney,,,Abu Dhabi,  22
Mar-21,O,Sydney,,,Auckland,  21
Mar-21,O,Sydney,,,Auckland,  3
Mar-21,O,Sydney,,,Auckland,  9
Mar-21,O,Sydney,,,Bangkok,  5
Mar-21,O,Sydney,,,Batam,  1
Mar-21,O,Sydney,,,Colombo,  8
Mar-21,O,Sydney,,,Doha,  31
Mar-21,O,Sydney,,,Dubai,  18
Mar-21,O,Sydney,,,Guangzhou,  4
Mar-21,O,Sydney,,,Hangzhou,  4
Mar-21,O,Sydney,,,Hanoi,  1
Mar-21,O,Sydney,,,Ho Chi Minh City,  1
Mar-21,O,Sydney,,,Hong Kong,  7
Mar-21,O,Sydney,,,Jakarta,  9
Mar-21,O,Sydney,,,Kuala Lumpur,  8
Mar-21,O,Sydney,,,Los Angeles,  19
Mar-21,O,Sydney,,,Los Angeles,  27
Mar-21,O,Sydney,,,Los Angeles,  22
Mar-21,O,Sydney,,,Manila,  2
Mar-21,O,Sydney,,,Nadi,  2
Mar-21,O,Sydney,,,New Delhi,  5
Mar-21,O,Sydney,,,Noumea,  6
Mar-21,O,Sydney,,,Port Moresby,  1
Mar-21,O,Sydney,,,San Francisco,  30
Mar-21,O,Sydney,,,Seoul,  4
Mar-21,O,Sydney,,,Seoul,  2
Mar-21,O,Sydney,,,Shanghai,  5
Mar-21,O,Sydney,,,Singapore,  62
Mar-21,O,Sydney,,,Taipei,  3
Mar-21,O,Sydney,,,Tokyo,  21
Mar-21,O,Sydney,,,Tokyo,  12
Mar-21,O,Sydney,,,Xiamen,  8
Apr-21,I,Adelaide,,,Doha,  13
Apr-21,I,Adelaide,,,Hong Kong,  4
Apr-21,I,Adelaide,,,Kuala Lumpur,  3
Apr-21,I,Adelaide,,,Singapore,  16
Apr-21,I,Brisbane,,,Auckland,  32
Apr-21,I,Brisbane,,,Auckland,  12
Apr-21,I,Brisbane,,,Christchurch,  10
Apr-21,I,Brisbane,,,Christchurch,  9
Apr-21,I,Brisbane,,,Doha,  12
Apr-21,I,Brisbane,,,Dubai,  9
Apr-21,I,Brisbane,,,Honiara,  5
Apr-21,I,Brisbane,,,Nadi,  1
Apr-21,I,Brisbane,,,Nauru,  3
Apr-21,I,Brisbane,,,Port Moresby,  26
Apr-21,I,Brisbane,,,Port Vila,  2
Apr-21,I,Brisbane,,,Queenstown,  3
Apr-21,I,Brisbane,,,Singapore,  31
Apr-21,I,Brisbane,,,Taipei,  2
Apr-21,I,Brisbane,,,Taipei,  2
Apr-21,I,Brisbane,,,Wellington,  6
Apr-21,I,Gold Coast,,,Auckland,  10
Apr-21,I,Gold Coast,,,Auckland,  8
Apr-21,I,Gold Coast,,,Auckland,  7
Apr-21,I,Gold Coast,,,Christchurch,  2
Apr-21,I,Hobart,,,Auckland,  3
Apr-21,I,Melbourne,,,Abu Dhabi,  17
Apr-21,I,Melbourne,,,Auckland,  40
Apr-21,I,Melbourne,,,Auckland,  6
Apr-21,I,Melbourne,,,Auckland,  15
Apr-21,I,Melbourne,,,Bandar Seri Begawan,  6
Apr-21,I,Melbourne,,,Christchurch,  12
Apr-21,I,Melbourne,,,Christchurch,  7
Apr-21,I,Melbourne,,,Colombo,  14
Apr-21,I,Melbourne,,,Doha,  18
Apr-21,I,Melbourne,,,Dubai,  11
Apr-21,I,Melbourne,,,Guangzhou,  3
Apr-21,I,Melbourne,,,Hong Kong,  13
Apr-21,I,Melbourne,,,Manila,  1
Apr-21,I,Melbourne,,,Queenstown,  5
Apr-21,I,Melbourne,,,Queenstown,  5
Apr-21,I,Melbourne,,,Singapore,  15
Apr-21,I,Melbourne,,,Singapore,  30
Apr-21,I,Melbourne,,,Taipei,  2
Apr-21,I,Melbourne,,,Wellington,  8
Apr-21,I,Melbourne,,,Wellington,  12
Apr-21,I,Perth,,,Auckland,  9
Apr-21,I,Perth,,,Doha,  17
Apr-21,I,Perth,,,Dubai,  8
Apr-21,I,Perth,,,Hong Kong,  9
Apr-21,I,Perth,,,Jakarta,  5
Apr-21,I,Perth,,,Jakarta,  2
Apr-21,I,Perth,,,Kuala Lumpur,  2
Apr-21,I,Perth,,,Singapore,  13
Apr-21,I,Perth,,,Singapore,  30
Apr-21,I,Sydney,,,Abu Dhabi,  21
Apr-21,I,Sydney,,,Auckland,  53
Apr-21,I,Sydney,,,Auckland,  11
Apr-21,I,Sydney,,,Auckland,  27
Apr-21,I,Sydney,,,Bangkok,  4
Apr-21,I,Sydney,,,Christchurch,  10
Apr-21,I,Sydney,,,Christchurch,  8
Apr-21,I,Sydney,,,Colombo,  10
Apr-21,I,Sydney,,,Doha,  30
Apr-21,I,Sydney,,,Dubai,  17
Apr-21,I,Sydney,,,Guangzhou,  4
Apr-21,I,Sydney,,,Hangzhou,  5
Apr-21,I,Sydney,,,Ho Chi Minh City,  9
Apr-21,I,Sydney,,,Hong Kong,  10
Apr-21,I,Sydney,,,Hong Kong,  4
Apr-21,I,Sydney,,,Jakarta,  2
Apr-21,I,Sydney,,,Jakarta,  8
Apr-21,I,Sydney,,,Kuala Lumpur,  4
Apr-21,I,Sydney,,,Los Angeles,  30
Apr-21,I,Sydney,,,Los Angeles,  25
Apr-21,I,Sydney,,,Los Angeles,  22
Apr-21,I,Sydney,,,Manila,  1
Apr-21,I,Sydney,,,Nadi,  7
Apr-21,I,Sydney,,,New Delhi,  4
Apr-21,I,Sydney,,,Noumea,  7
Apr-21,I,Sydney,,,Port Moresby,  4
Apr-21,I,Sydney,,,Queenstown,  6
Apr-21,I,Sydney,,,Queenstown,  12
Apr-21,I,Sydney,,,San Francisco,  30
Apr-21,I,Sydney,,,Seoul,  5
Apr-21,I,Sydney,,,Seoul,  2
Apr-21,I,Sydney,,,Shanghai,  4
Apr-21,I,Sydney,,,Singapore,  69
Apr-21,I,Sydney,,,Taipei,  1
Apr-21,I,Sydney,,,Tokyo,  22
Apr-21,I,Sydney,,,Tokyo,  13
Apr-21,I,Sydney,,,Wellington,  12
Apr-21,I,Sydney,,,Wellington,  11
Apr-21,I,Sydney,,,Xiamen,  11
Apr-21,O,Adelaide,,,Doha,  13
Apr-21,O,Adelaide,,,Kuala Lumpur,  2
Apr-21,O,Adelaide,,,Singapore,  13
Apr-21,O,Brisbane,,,Auckland,  32
Apr-21,O,Brisbane,,,Auckland,  12
Apr-21,O,Brisbane,,,Christchurch,  10
Apr-21,O,Brisbane,,,Christchurch,  9
Apr-21,O,Brisbane,,,Doha,  13
Apr-21,O,Brisbane,,,Dubai,  9
Apr-21,O,Brisbane,,,Honiara,  5
Apr-21,O,Brisbane,,,Nadi,  1
Apr-21,O,Brisbane,,,Nauru,  1
Apr-21,O,Brisbane,,,Port Moresby,  26
Apr-21,O,Brisbane,,,Port Vila,  2
Apr-21,O,Brisbane,,,Queenstown,  3
Apr-21,O,Brisbane,,,Singapore,  30
Apr-21,O,Brisbane,,,Taipei,  3
Apr-21,O,Brisbane,,,Taipei,  2
Apr-21,O,Brisbane,,,Wellington,  6
Apr-21,O,Gold Coast,,,Auckland,  10
Apr-21,O,Gold Coast,,,Auckland,  8
Apr-21,O,Gold Coast,,,Auckland,  7
Apr-21,O,Gold Coast,,,Christchurch,  2
Apr-21,O,Hobart,,,Auckland,  3
Apr-21,O,Melbourne,,,Abu Dhabi,  22
Apr-21,O,Melbourne,,,Auckland,  38
Apr-21,O,Melbourne,,,Auckland,  6
Apr-21,O,Melbourne,,,Auckland,  15
Apr-21,O,Melbourne,,,Bandar Seri Begawan,  5
Apr-21,O,Melbourne,,,Christchurch,  10
Apr-21,O,Melbourne,,,Christchurch,  7
Apr-21,O,Melbourne,,,Colombo,  14
Apr-21,O,Melbourne,,,Doha,  28
Apr-21,O,Melbourne,,,Dubai,  13
Apr-21,O,Melbourne,,,Guangzhou,  4
Apr-21,O,Melbourne,,,Manila,  1
Apr-21,O,Melbourne,,,Queenstown,  5
Apr-21,O,Melbourne,,,Queenstown,  5
Apr-21,O,Melbourne,,,Singapore,  29
Apr-21,O,Melbourne,,,Singapore,  31
Apr-21,O,Melbourne,,,Taipei,  2
Apr-21,O,Melbourne,,,Wellington,  8
Apr-21,O,Melbourne,,,Wellington,  12
Apr-21,O,Perth,,,Auckland,  7
Apr-21,O,Perth,,,Doha,  17
Apr-21,O,Perth,,,Dubai,  9
Apr-21,O,Perth,,,Hong Kong,  4
Apr-21,O,Perth,,,Jakarta,  5
Apr-21,O,Perth,,,Jakarta,  2
Apr-21,O,Perth,,,Kuala Lumpur,  2
Apr-21,O,Perth,,,Singapore,  12
Apr-21,O,Perth,,,Singapore,  30
Apr-21,O,Sydney,,,Abu Dhabi,  19
Apr-21,O,Sydney,,,Auckland,  49
Apr-21,O,Sydney,,,Auckland,  10
Apr-21,O,Sydney,,,Auckland,  28
Apr-21,O,Sydney,,,Bangkok,  4
Apr-21,O,Sydney,,,Christchurch,  10
Apr-21,O,Sydney,,,Christchurch,  8
Apr-21,O,Sydney,,,Colombo,  10
Apr-21,O,Sydney,,,Doha,  30
Apr-21,O,Sydney,,,Dubai,  17
Apr-21,O,Sydney,,,Guangzhou,  4
Apr-21,O,Sydney,,,Hangzhou,  5
Apr-21,O,Sydney,,,Hong Kong,  10
Apr-21,O,Sydney,,,Jakarta,  2
Apr-21,O,Sydney,,,Jakarta,  9
Apr-21,O,Sydney,,,Kuala Lumpur,  4
Apr-21,O,Sydney,,,Los Angeles,  28
Apr-21,O,Sydney,,,Los Angeles,  23
Apr-21,O,Sydney,,,Los Angeles,  21
Apr-21,O,Sydney,,,Manila,  1
Apr-21,O,Sydney,,,Nadi,  3
Apr-21,O,Sydney,,,New Delhi,  2
Apr-21,O,Sydney,,,Noumea,  4
Apr-21,O,Sydney,,,Port Moresby,  4
Apr-21,O,Sydney,,,Queenstown,  6
Apr-21,O,Sydney,,,Queenstown,  12
Apr-21,O,Sydney,,,San Francisco,  29
Apr-21,O,Sydney,,,Seoul,  4
Apr-21,O,Sydney,,,Seoul,  2
Apr-21,O,Sydney,,,Shanghai,  4
Apr-21,O,Sydney,,,Singapore,  69
Apr-21,O,Sydney,,,Taipei,  2
Apr-21,O,Sydney,,,Tokyo,  22
Apr-21,O,Sydney,,,Tokyo,  13
Apr-21,O,Sydney,,,Wellington,  12
Apr-21,O,Sydney,,,Wellington,  11
Apr-21,O,Sydney,,,Xiamen,  9
May-21,I,Adelaide,,,Auckland,  12
May-21,I,Adelaide,,,Doha,  13
May-21,I,Adelaide,,,Hong Kong,  5
May-21,I,Adelaide,,,Singapore,  18
May-21,I,Brisbane,,,Auckland,  61
May-21,I,Brisbane,,,Auckland,  31
May-21,I,Brisbane,,,Christchurch,  31
May-21,I,Brisbane,,,Christchurch,  15
May-21,I,Brisbane,,,Doha,  13
May-21,I,Brisbane,,,Dubai,  9
May-21,I,Brisbane,,,Honiara,  4
May-21,I,Brisbane,,,Manila,  1
May-21,I,Brisbane,,,Nauru,  2
May-21,I,Brisbane,,,Port Moresby,  28
May-21,I,Brisbane,,,Port Vila,  3
May-21,I,Brisbane,,,Queenstown,  7
May-21,I,Brisbane,,,Queenstown,  11
May-21,I,Brisbane,,,Singapore,  43
May-21,I,Brisbane,,,Taipei,  2
May-21,I,Brisbane,,,Wellington,  29
May-21,I,Gold Coast,,,Auckland,  28
May-21,I,Gold Coast,,,Auckland,  31
May-21,I,Gold Coast,,,Auckland,  11
May-21,I,Gold Coast,,,Christchurch,  9
May-21,I,Hobart,,,Auckland,  9
May-21,I,Melbourne,,,Abu Dhabi,  18
May-21,I,Melbourne,,,Auckland,  66
May-21,I,Melbourne,,,Auckland,  18
May-21,I,Melbourne,,,Auckland,  35
May-21,I,Melbourne,,,Bandar Seri Begawan,  3
May-21,I,Melbourne,,,Christchurch,  23
May-21,I,Melbourne,,,Christchurch,  13
May-21,I,Melbourne,,,Colombo,  10
May-21,I,Melbourne,,,Doha,  26
May-21,I,Melbourne,,,Dubai,  12
May-21,I,Melbourne,,,Guangzhou,  4
